Name,Artist,Album,Duration,Explicit,Popularity,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Playlist
Main Title (The Godfather Waltz),Nino Rota,The Godfather (Soundtrack),185466,False,0,0.0,0.0,4.0,0.974,0.213,0.107,0.879,0.0778,-19.115,0.0392,0.113,62.069,Andiamo
Spanish Eyes,Al Martino,My Cherie,166906,False,58,2.0,1.0,4.0,0.308,0.519,0.481,1.05e-05,0.121,-9.796,0.0283,0.48,109.246,Andiamo
Daddy's Little Girl,Al Martino,Premium Gold Collection,151773,False,20,0.0,0.0,3.0,0.414,0.387,0.491,0.0,0.224,-9.622,0.0365,0.329,87.743,Andiamo
I Have But One Heart ('O Marenariello) - Remastered,Dean Martin,Italian Love Songs,182106,False,42,11.0,1.0,4.0,0.9,0.113,0.2,0.00118,0.149,-13.735,0.033,0.117,87.31,Andiamo
I Have But One Heart (O Marenariello) - 78 rpm Version,Frank Sinatra,The Columbia Years (1943-1952): The Complete Recordings,192666,False,0,5.0,1.0,4.0,0.961,0.206,0.0833,2.13e-05,0.145,-18.577,0.0343,0.262,85.681,Andiamo
"Brucia la terra - De ""El Padrino""",Andrea Bocelli,Cinema (Edición en Español),256701,False,33,5.0,0.0,1.0,0.96,0.222,0.287,0.000138,0.114,-11.892,0.0397,0.16699999999999998,173.514,Andiamo
Senza fine,Gino Paoli,Gino Paoli,167800,False,50,8.0,1.0,4.0,0.926,0.294,0.299,7.31e-06,0.114,-10.304,0.0372,0.311,125.478,Andiamo
Io che amo solo te,Sergio Endrigo,Sergio Endrigo,229040,False,46,7.0,1.0,4.0,0.728,0.237,0.303,0.0,0.203,-11.494000000000002,0.0295,0.309,84.021,Andiamo
Ah…L'Amore L'Amore,Luigi Tenco,Ballate e Canzoni,186419,False,6,0.0,0.0,4.0,0.599,0.428,0.35200000000000004,0.0,0.318,-14.14,0.0328,0.799,116.782,Andiamo
Innamorata (Sweetheart) - 1998 Remaster,Dean Martin,At The Movies,145173,False,23,9.0,1.0,4.0,0.917,0.252,0.134,0.00043,0.279,-17.515,0.036000000000000004,0.147,113.903,Andiamo
Ubriaco canta amore,Bandabardò,Iniziali Bi-Bi,212133,False,43,7.0,1.0,4.0,0.7190000000000001,0.792,0.8959999999999999,0.0102,0.107,-7.858,0.0419,0.7909999999999999,103.039,Andiamo
Zoo Be Zoo Be Zoo,Sophia Loren,Secrets of Rome,139173,False,32,1.0,1.0,4.0,0.944,0.6829999999999999,0.337,1.33e-05,0.0951,-9.819,0.0528,0.5820000000000001,128.09799999999998,Andiamo
Tu Vuo Fa L' Americano,Sophia Loren,Goodness Gracious ! - A Musical Portrait of Sophia Loren,166666,False,30,7.0,0.0,4.0,0.54,0.516,0.57,0.0,0.0801,-11.26,0.0702,0.871,166.827,Andiamo
Almost in Your Arms,Sophia Loren,Secrets of Rome,170826,False,25,3.0,1.0,4.0,0.987,0.195,0.292,1.77e-05,0.106,-9.66,0.0299,0.15,81.87100000000002,Andiamo
Dance of Death - 2015 Remaster,Iron Maiden,Dance of Death (2015 Remaster),516426,False,54,4.0,0.0,4.0,0.0466,0.311,0.8759999999999999,0.00442,0.134,-5.115,0.0936,0.29600000000000004,124.584,Nice
Fade To Black - Remastered,Metallica,Ride The Lightning (Deluxe / Remastered),417226,False,67,7.0,1.0,4.0,0.00369,0.256,0.924,0.234,0.114,-6.685,0.113,0.28,113.574,Nice
Battery,Metallica,Master Of Puppets (Remastered),312360,False,62,11.0,0.0,4.0,0.00022,0.481,0.928,0.5579999999999999,0.106,-8.799,0.0672,0.4270000000000001,96.699,Nice
Painkiller,Judas Priest,Painkiller,365826,False,65,1.0,0.0,4.0,0.000195,0.435,0.987,0.0847,0.268,-4.667,0.16,0.101,103.16,Nice
Electric Eye,Judas Priest,Screaming For Vengeance Special 30th Anniversary Edition,222440,False,58,4.0,0.0,4.0,0.0007160000000000001,0.4370000000000001,0.948,0.000261,0.146,-6.041,0.0554,0.361,96.72,Nice
Hellrider,Judas Priest,Angel Of Retribution,383573,False,42,11.0,1.0,4.0,0.00461,0.371,0.965,0.139,0.0488,-5.905,0.106,0.0395,157.983,Nice
Mouth for War,Pantera,Vulgar Display of Power,237346,True,58,8.0,0.0,4.0,4.2e-06,0.329,0.954,0.000614,0.051,-7.006,0.0722,0.627,156.899,Nice
Raining Blood,Slayer,Reign In Blood (Expanded),255186,False,0,1.0,0.0,4.0,0.000417,0.301,0.995,0.295,0.125,-4.394,0.159,0.0374,88.15,Nice
South Of Heaven,Slayer,South Of Heaven,298533,True,0,5.0,0.0,4.0,0.000139,0.314,0.991,0.0652,0.11,-3.852,0.349,0.0396,138.77700000000002,Nice
Master Of Puppets,Metallica,Master Of Puppets,515240,False,0,4.0,0.0,4.0,0.00143,0.534,0.7490000000000001,0.221,0.0983,-12.691,0.0346,0.595,105.293,Nice
Seek & Destroy - Remastered,Metallica,Kill 'Em All (Remastered),414720,False,0,9.0,1.0,4.0,0.037000000000000005,0.445,0.964,0.0132,0.0773,-5.4929999999999986,0.282,0.448,140.817,Nice
Enter Sandman,Metallica,Metallica,331266,False,1,6.0,0.0,4.0,0.00213,0.5770000000000001,0.828,0.0114,0.0581,-8.691,0.0298,0.604,123.257,Nice
This Day We Fight!,Megadeth,ENDGAME,207440,False,37,0.0,1.0,4.0,5.28e-06,0.369,0.996,0.398,0.31,-2.5610000000000004,0.105,0.083,164.97400000000005,Nice
B.Y.O.B.,System Of A Down,Mezmerize,255466,True,75,1.0,0.0,4.0,0.00662,0.556,0.981,0.0,0.218,-2.688,0.128,0.716,101.423,Nice
Chop Suey!,System Of A Down,Toxicity,210240,False,79,7.0,0.0,4.0,0.000278,0.419,0.934,0.0015,0.132,-3.908,0.12,0.28600000000000003,127.288,Nice
Toxicity,System Of A Down,Toxicity,218933,False,78,8.0,1.0,3.0,0.000264,0.413,0.873,0.0025,0.204,-4.151,0.0535,0.481,116.681,Nice
Holy Diver,Dio,Holy Diver,340640,False,66,10.0,0.0,4.0,0.0125,0.473,0.7829999999999999,0.475,0.268,-10.671,0.0869,0.124,91.976,Nice
Psychosocial,Slipknot,All Hope Is Gone (10th Anniversary),284120,False,69,2.0,1.0,4.0,0.00269,0.568,0.981,0.00275,0.0243,-3.889,0.0887,0.307,135.14600000000002,Nice
Duality,Slipknot,Vol. 3: The Subliminal Verses,252613,False,76,4.0,0.0,4.0,0.000237,0.354,0.982,0.000294,0.204,-3.026,0.168,0.194,143.77200000000005,Nice
Before I Forget,Slipknot,Vol. 3: The Subliminal Verses,278600,False,74,6.0,0.0,4.0,0.0177,0.29100000000000004,0.974,5.44e-06,0.8859999999999999,-2.997,0.171,0.348,134.724,Nice
Walk,Pantera,Vulgar Display of Power,315120,True,73,1.0,0.0,4.0,0.000155,0.43,0.7040000000000001,0.00221,0.0933,-8.008,0.0804,0.703,118.242,Nice
Traitors Gate,Judas Priest,FIREPOWER,343200,False,39,9.0,0.0,3.0,0.00024700000000000004,0.307,0.862,0.711,0.131,-7.399,0.0557,0.244,105.233,Nice
Immortality Made Flesh,Exmortus,Slave to the Sword,337128,False,17,3.0,1.0,4.0,1.03e-05,0.416,0.995,0.331,0.131,-0.956,0.181,0.199,159.964,Nice
Moonlight Sonata (Act 3),Exmortus,Slave to the Sword,329890,False,34,7.0,0.0,4.0,6.979999999999999e-05,0.349,0.986,0.746,0.0519,-0.925,0.16899999999999998,0.175,165.09599999999998,Nice
The Number Of The Beast - 1998 Remastered Version,Iron Maiden,The Number Of The Beast (1998 Remastered Edition),291373,False,0,2.0,0.0,4.0,0.0189,0.42,0.93,0.00675,0.264,-5.582999999999998,0.0638,0.344,99.641,Nice
Hail to the King,Avenged Sevenfold,Hail to the King,305906,False,75,3.0,0.0,4.0,0.000297,0.58,0.916,0.0259,0.126,-4.3580000000000005,0.0387,0.6829999999999999,118.004,Nice
Nightmare,Avenged Sevenfold,Nightmare,374453,True,71,2.0,1.0,4.0,0.00031800000000000003,0.5539999999999999,0.949,9.98e-05,0.2,-4.928,0.0787,0.233,129.984,Nice
Tears Don't Fall,Bullet For My Valentine,The Poison,348386,True,64,7.0,0.0,4.0,0.000705,0.214,0.931,3.09e-06,0.0797,-3.347,0.14300000000000002,0.233,162.115,Nice
Your Betrayal,Bullet For My Valentine,Fever,291426,False,67,2.0,0.0,4.0,8.070000000000001e-05,0.569,0.883,7.74e-05,0.0883,-4.41,0.0747,0.373,134.003,Nice
You Want a Battle? (Here's a War),Bullet For My Valentine,Venom (Deluxe Edition),254613,False,63,2.0,0.0,4.0,3.21e-05,0.295,0.98,0.0,0.359,-4.075,0.0854,0.28300000000000003,134.335,Nice
Cowboys from Hell,Pantera,Cowboys from Hell,243533,True,70,2.0,1.0,4.0,0.004370000000000001,0.415,0.908,0.0345,0.08199999999999999,-9.701,0.0765,0.4370000000000001,114.816,Nice
For Whom The Bell Tolls - Remastered,Metallica,Ride The Lightning (Remastered),309973,False,69,0.0,1.0,4.0,0.00563,0.518,0.858,0.00349,0.0598,-6.147,0.0672,0.249,117.897,Nice
Until It Sleeps,Metallica,Load,267933,False,58,8.0,0.0,4.0,0.000248,0.568,0.92,0.0714,0.149,-4.434,0.0297,0.7190000000000001,113.394,Nice
Sad But True,Metallica,Metallica,323933,False,69,7.0,1.0,4.0,0.000819,0.633,0.846,0.00139,0.0762,-6.347,0.0337,0.448,89.23,Nice
The Unforgiven,Metallica,Metallica,386493,False,73,7.0,1.0,4.0,0.0108,0.54,0.584,0.00296,0.253,-9.579,0.0254,0.244,139.261,Nice
Wherever I May Roam,Metallica,Metallica,403866,False,64,9.0,0.0,4.0,0.000362,0.55,0.8240000000000001,0.00115,0.0865,-7.848,0.0347,0.332,131.387,Nice
Welcome Home (Sanitarium) - Remastered,Metallica,Master Of Puppets (Deluxe Box Set / Remastered),387146,False,58,0.0,1.0,4.0,0.000324,0.306,0.7659999999999999,0.101,0.102,-9.693,0.0329,0.42,96.668,Nice
Boom,P.O.D.,Satellite (U.S. Version; WEA Distribution),190760,False,66,9.0,1.0,4.0,0.00318,0.5589999999999999,0.931,1.24e-05,0.0624,-5.863,0.0721,0.644,90.911,Nice
Holy Wars...The Punishment Due - Remastered 2004,Megadeth,Rust In Peace,392600,False,65,11.0,1.0,4.0,0.00177,0.325,0.985,0.107,0.35100000000000003,-3.941,0.151,0.221,125.307,Nice
Down with the Sickness,Disturbed,The Sickness,279213,True,75,3.0,0.0,4.0,0.000996,0.695,0.8759999999999999,6.89e-06,0.106,-4.262,0.0553,0.941,89.954,Nice
For the Love of God,Steve Vai,Passion And Warfare,363333,False,54,9.0,0.0,4.0,0.0034700000000000004,0.152,0.8420000000000001,0.912,0.115,-5.783,0.0418,0.28300000000000003,95.49,Nice
Symphony Of Destruction,Megadeth,Countdown To Extinction,246733,False,71,4.0,0.0,4.0,0.000805,0.61,0.8909999999999999,0.0928,0.0657,-5.452000000000001,0.0587,0.51,139.903,Nice
The Trooper - 2015 Remaster,Iron Maiden,Piece of Mind (2015 Remaster),252733,False,72,4.0,0.0,4.0,0.0318,0.285,0.908,0.00909,0.311,-4.601,0.0705,0.669,159.756,Nice
Stricken,Disturbed,Ten Thousand Fists,245226,False,72,8.0,1.0,4.0,8.51e-05,0.404,0.969,0.0114,0.268,-2.938,0.195,0.29,173.878,Nice
Indestructible,Disturbed,Indestructible (Deluxe Edition),278026,False,70,8.0,1.0,4.0,0.000209,0.429,0.966,0.124,0.371,-4.605,0.0733,0.525,179.956,Nice
Bodies,Drowning Pool,Sinner,201960,False,73,4.0,0.0,4.0,0.0034700000000000004,0.6559999999999999,0.932,0.00147,0.14400000000000002,-3.405,0.0708,0.544,130.936,Nice
Absolute Zero,Stone Sour,"House of Gold & Bones, Part 1",229840,True,68,1.0,0.0,4.0,0.000108,0.552,0.988,0.309,0.846,-2.555,0.0787,0.619,139.941,Nice
Killing In The Name,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),313573,True,78,7.0,1.0,4.0,0.0266,0.466,0.833,0.0,0.0327,-4.215,0.304,0.6609999999999999,88.785,Nice
Bulls On Parade,Rage Against The Machine,Evil Empire,229466,True,74,5.0,1.0,4.0,0.0124,0.412,0.919,0.0601,0.424,-7.291,0.184,0.5720000000000001,166.36700000000005,Nice
Guerrilla Radio,Rage Against The Machine,The Battle Of Los Angeles,206200,True,70,11.0,1.0,4.0,0.0129,0.599,0.957,7.06e-05,0.155,-5.7639999999999985,0.188,0.489,103.68,Nice
Empty Walls,Serj Tankian,Elect the Dead (Deluxe),230026,True,63,0.0,0.0,4.0,0.00161,0.464,0.963,0.0,0.196,-3.568,0.0484,0.528,160.071,Nice
Are You Dead Yet,Children Of Bodom,Are You Dead Yet?,234880,False,58,8.0,1.0,4.0,6.39e-06,0.461,0.961,0.14,0.308,-3.011,0.0479,0.416,96.009,Nice
Take A Look Around,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,321040,False,71,11.0,1.0,4.0,0.0175,0.425,0.852,0.306,0.0935,-5.607,0.046,0.512,101.968,Nice
Blacklist,Exodus,Tempo Of The Damned,376920,False,0,0.0,0.0,4.0,0.00037,0.55,0.967,0.605,0.281,-3.385,0.0487,0.618,150.02,Nice
My Curse,Killswitch Engage,As Daylight Dies (Special Edition),244773,False,68,10.0,0.0,3.0,7.609999999999999e-05,0.197,0.956,0.00992,0.261,-2.908,0.0663,0.209,177.018,Nice
When Hell Awakes,Savage Circus,Dreamland Manor,453586,False,34,8.0,1.0,4.0,0.000306,0.391,0.949,0.0022,0.0829,-4.307,0.0845,0.194,159.937,Nice
Stand Up And Shout,Dio,Holy Diver,196973,False,48,7.0,1.0,4.0,6.49e-05,0.495,0.954,0.826,0.359,-7.7570000000000014,0.0841,0.3670000000000001,109.556,Nice
Sea of Lies,Symphony X,The Divine Wings of Tragedy (Special Edition),258626,False,41,7.0,1.0,4.0,0.00144,0.424,0.955,0.000483,0.172,-6.686,0.0651,0.327,152.317,Nice
Tears of a Mandrake,Edguy,Mandrake,431693,False,47,8.0,1.0,4.0,3.81e-05,0.522,0.942,0.000517,0.0654,-4.762,0.0493,0.242,119.762,Nice
King Of Fools,Edguy,Hellfire Club,215379,False,0,4.0,1.0,4.0,6.829999999999999e-05,0.52,0.78,2.03e-06,0.0839,-5.84,0.0412,0.302,121.987,Nice
Scarlet Rose,Edguy,Vain Glory Opera,311600,False,41,0.0,0.0,4.0,0.0644,0.439,0.454,8.57e-05,0.301,-7.401,0.0308,0.185,131.39700000000002,Nice
In Due Time,Killswitch Engage,Disarm the Descent,197573,False,39,0.0,0.0,4.0,0.000203,0.486,0.959,0.0259,0.173,-3.857,0.0485,0.527,84.99700000000001,Nice
Alestorm,Alestorm,No Grave but the Sea (Deluxe Edition),236786,False,0,6.0,1.0,4.0,5.64e-05,0.486,0.966,2.47e-06,0.312,-3.693,0.0608,0.5720000000000001,74.955,Nice
Drink,Alestorm,Sunset on the Golden Age,202586,False,3,8.0,1.0,4.0,3.72e-05,0.509,0.855,5.870000000000001e-05,0.0808,-4.567,0.046,0.804,160.05100000000004,Nice
Keelhauled,Alestorm,Black Sails at Midnight,222253,False,54,10.0,0.0,4.0,0.0007059999999999999,0.477,0.965,1.03e-06,0.301,-3.245,0.155,0.584,110.015,Nice
Fucked with an Anchor,Alestorm,No Grave but the Sea (Deluxe Edition),207493,True,53,10.0,0.0,4.0,0.000505,0.537,0.971,0.0,0.117,-3.926,0.0783,0.472,76.964,Nice
Ievan Polkka,Korpiklaani,Manala,188400,False,57,0.0,1.0,4.0,4.48e-05,0.534,0.972,0.626,0.308,-4.309,0.0372,0.943,130.023,Nice
Vodka,Korpiklaani,Karkelo,179653,False,57,7.0,1.0,4.0,6.17e-05,0.353,0.96,0.000371,0.926,-5.587999999999999,0.227,0.267,180.06099999999995,Nice
Schism,TOOL,Lateralus,403533,False,67,9.0,0.0,3.0,0.0012,0.5670000000000001,0.7140000000000001,0.42,0.18600000000000005,-8.512,0.0302,0.191,107.438,Nice
Sober,TOOL,Undertow,306853,True,67,2.0,1.0,4.0,0.000183,0.385,0.6729999999999999,0.15,0.0699,-8.182,0.0329,0.187,149.27200000000005,Nice
Pneuma,TOOL,Fear Inoculum,713191,False,65,9.0,0.0,1.0,0.0021100000000000003,0.417,0.529,0.755,0.11,-9.338,0.0315,0.0561,114.116,Nice
In Between,Beartooth,Disgusting,213576,False,65,7.0,0.0,4.0,0.00285,0.462,0.972,0.0,0.6659999999999999,-2.642,0.138,0.449,128.092,Nice
Disease,Beartooth,Disease,228372,False,62,0.0,1.0,4.0,0.00202,0.525,0.957,3.25e-06,0.333,-3.742,0.0689,0.456,97.445,Nice
Hated,Beartooth,Aggressive,211430,False,61,8.0,1.0,4.0,0.000285,0.458,0.99,0.000893,0.454,-3.717,0.183,0.46,166.90400000000002,Nice
Deadringer,Knocked Loose,Laugh Tracks,180097,False,48,11.0,0.0,4.0,0.000135,0.396,0.954,1.92e-05,0.25,-5.249,0.116,0.329,157.45600000000005,Nice
Prey,Parkway Drive,Reverence,255230,False,63,6.0,1.0,3.0,3.28e-05,0.27,0.964,0.0247,0.525,-4.545,0.0866,0.325,99.731,Nice
The Void,Parkway Drive,Reverence,233079,False,59,2.0,0.0,4.0,0.000432,0.5710000000000001,0.954,0.0014,0.058,-3.399,0.0464,0.53,123.051,Nice
Vice Grip,Parkway Drive,Ire,263586,False,58,11.0,0.0,4.0,3.17e-05,0.48,0.988,0.00432,0.389,-3.229,0.0838,0.252,124.041,Nice
White Washed,August Burns Red,Constellations,226253,False,44,10.0,0.0,4.0,6.86e-06,0.206,0.966,0.125,0.453,-5.266,0.0662,0.332,106.185,Nice
Invisible Enemy,August Burns Red,Phantom Anthem,277693,False,48,11.0,1.0,4.0,9.27e-06,0.201,0.977,0.015,0.0969,-5.218,0.278,0.0512,134.192,Nice
Milk Lizard,The Dillinger Escape Plan,Ire Works,235266,False,46,11.0,0.0,4.0,0.00038,0.405,0.996,0.000165,0.343,-2.114,0.231,0.182,172.03599999999997,Nice
Winter Bane,Abbath,Abbath,409840,False,36,8.0,1.0,4.0,1.02e-05,0.471,0.959,0.8440000000000001,0.183,-6.042000000000002,0.0545,0.194,141.969,Nice
Mistakes Like Fractures,Knocked Loose,A Different Shade of Blue,219592,False,49,4.0,1.0,4.0,5.84e-05,0.266,0.94,1.31e-05,0.24,-3.341,0.101,0.152,142.804,Nice
Unsainted,Slipknot,We Are Not Your Kind,260773,True,74,7.0,1.0,4.0,0.000118,0.4270000000000001,0.946,0.0253,0.0604,-2.188,0.0469,0.237,101.305,Nice
One Step Closer,Linkin Park,Hybrid Theory (Bonus Edition),157333,False,75,9.0,1.0,4.0,0.0014,0.4920000000000001,0.969,1.32e-06,0.0787,-4.419,0.0491,0.5379999999999999,95.136,Nice
Faint,Linkin Park,Meteora (Bonus Edition),162600,False,67,4.0,1.0,4.0,0.111,0.5539999999999999,0.978,0.0,0.0731,-3.554,0.131,0.594,135.095,Nice
Inside the Fire,Disturbed,Indestructible (Deluxe Edition),231573,False,67,7.0,1.0,4.0,0.000233,0.463,0.962,0.109,0.0906,-6.43,0.0704,0.66,94.003,Nice
Billy No Mates,Knocked Loose,Laugh Tracks,134253,False,44,8.0,0.0,4.0,0.000205,0.366,0.955,2.32e-05,0.524,-4.287,0.103,0.262,74.252,Nice
Faith Divides Us - Death Unites Us,Paradise Lost,Faith Divides Us - Death Unites Us,263640,False,44,6.0,0.0,4.0,0.00014099999999999998,0.495,0.722,0.0367,0.0879,-6.6770000000000005,0.0334,0.219,124.086,Nice
The art of dying,Gojira,The way of all flesh,594213,False,50,0.0,0.0,4.0,0.000308,0.493,0.83,0.5429999999999999,0.102,-5.983,0.105,0.114,137.967,Nice
Nemesis,Arch Enemy,Doomsday Machine,252280,False,58,8.0,1.0,4.0,5.79e-05,0.246,0.954,0.29100000000000004,0.126,-3.811,0.0975,0.16399999999999998,97.553,Nice
Brave New World - 2015 Remaster,Iron Maiden,Brave New World (2015 Remaster),379066,False,52,2.0,0.0,4.0,0.006509999999999999,0.353,0.872,0.000532,0.125,-5.185,0.0596,0.355,111.336,Nice
Remember Tomorrow - 2015 Remaster,Iron Maiden,Iron Maiden (2015 Remaster),328920,False,43,0.0,1.0,4.0,0.00169,0.264,0.7120000000000001,0.0468,0.131,-7.358,0.0331,0.5479999999999999,97.885,Nice
Wrathchild - 2015 Remaster,Iron Maiden,Killers (2015 Remaster),175053,False,51,9.0,1.0,4.0,0.0188,0.438,0.93,0.349,0.196,-4.959,0.0484,0.782,104.812,Nice
Children of the Damned - 2015 Remaster,Iron Maiden,The Number of the Beast (2015 Remaster),275280,False,52,4.0,0.0,4.0,0.0233,0.28600000000000003,0.775,0.177,0.12,-6.607,0.0335,0.363,96.707,Nice
The Prisoner - 2015 Remaster,Iron Maiden,The Number of the Beast (2015 Remaster),362520,False,50,9.0,1.0,4.0,0.0128,0.306,0.88,0.653,0.0964,-5.535,0.0485,0.617,106.964,Nice
22 Acacia Avenue - 2015 Remaster,Iron Maiden,The Number of the Beast (2015 Remaster),396760,False,51,0.0,1.0,4.0,0.0359,0.305,0.907,0.0593,0.102,-5.8660000000000005,0.0619,0.544,112.737,Nice
The Number of the Beast - 2015 Remaster,Iron Maiden,The Number of the Beast (2015 Remaster),290586,False,67,0.0,1.0,4.0,0.08800000000000001,0.409,0.89,0.107,0.0935,-6.839,0.0558,0.268,100.409,Nice
Run to the Hills - 2015 Remaster,Iron Maiden,The Number of the Beast (2015 Remaster),233506,False,71,0.0,1.0,4.0,0.0286,0.249,0.943,0.0040100000000000005,0.162,-5.188,0.0669,0.458,173.671,Nice
2 Minutes to Midnight - 2015 Remaster,Iron Maiden,Powerslave (2015 Remaster),363586,False,64,9.0,0.0,4.0,0.0075400000000000016,0.446,0.97,0.000275,0.199,-5.004,0.0508,0.595,94.233,Nice
While My Guitar Gently Weeps - Remastered 2009,The Beatles,The Beatles (Remastered),285000,False,69,4.0,0.0,4.0,0.0205,0.453,0.654,0.00395,0.172,-8.855,0.0317,0.7020000000000001,115.0,Classics
Tom Sawyer,Rush,Moving Pictures (2011 Remaster),276880,False,72,9.0,1.0,4.0,0.00145,0.536,0.901,0.0186,0.06,-7.211,0.0374,0.6659999999999999,87.559,Classics
Life in the Fast Lane - 2013 Remaster,Eagles,Hotel California (2013 Remaster),286219,False,72,9.0,1.0,4.0,0.0966,0.667,0.755,6.94e-05,0.0523,-7.246,0.069,0.883,109.535,Classics
Strange Brew,Cream,Disraeli Gears,166600,False,53,2.0,1.0,4.0,0.556,0.62,0.398,6.91e-06,0.273,-15.675999999999998,0.0303,0.677,106.265,Classics
Castles Made of Sand,Jimi Hendrix,Axis: Bold As Love,168920,False,61,11.0,0.0,4.0,0.504,0.461,0.7140000000000001,0.0171,0.684,-9.159,0.313,0.454,94.372,Classics
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,Greatest Hits,272133,False,0,10.0,1.0,4.0,0.0267,0.451,0.669,0.0,0.153,-9.033,0.0651,0.523,169.632,Classics
Gimme Shelter,The Rolling Stones,Let It Bleed,270773,False,75,1.0,0.0,4.0,0.447,0.634,0.63,0.039,0.17,-8.277000000000001,0.031,0.489,118.628,Classics
My Generation - Stereo Version,The Who,My Generation,198706,False,67,2.0,0.0,4.0,0.308,0.412,0.782,0.00822,0.0775,-9.186,0.058,0.705,96.732,Classics
Us and Them,Pink Floyd,The Dark Side of the Moon,469224,False,65,2.0,1.0,4.0,0.863,0.35600000000000004,0.302,0.546,0.634,-14.528,0.0346,0.126,72.623,Classics
You Shook Me - 1993 Remaster,Led Zeppelin,Led Zeppelin,388093,False,52,11.0,0.0,3.0,0.662,0.3670000000000001,0.481,0.0237,0.13699999999999998,-12.915,0.0626,0.383,155.96,Classics
Brown Sugar - 2009 Mix,The Rolling Stones,Sticky Fingers (Remastered),228666,False,69,0.0,1.0,4.0,0.219,0.633,0.934,0.00021,0.0592,-3.594,0.0344,0.963,128.606,Classics
War Pigs / Luke's Wall - 2012 - Remaster,Black Sabbath,Paranoid (Remaster),474359,False,64,9.0,1.0,4.0,0.222,0.332,0.623,0.000895,0.278,-12.363,0.08,0.413,183.097,Classics
Crosstown Traffic,Jimi Hendrix,Electric Ladyland,146573,False,59,0.0,0.0,4.0,0.248,0.486,0.963,2.39e-06,0.158,-5.586,0.129,0.5329999999999999,113.133,Classics
Stuck In The Middle With You,Stealers Wheel,Reservoir Dogs (Original Motion Picture Soundtrack),203893,False,70,7.0,1.0,4.0,0.0934,0.795,0.564,0.000531,0.0631,-10.482,0.0392,0.961,124.166,Classics
I Want You (She's So Heavy) - Remastered 2009,The Beatles,Abbey Road (Remastered),467320,False,60,2.0,0.0,4.0,0.0233,0.37,0.515,0.205,0.0966,-9.487,0.0321,0.42,115.732,Classics
Touch Me,The Doors,The Soft Parade,190253,False,63,1.0,1.0,4.0,0.405,0.425,0.903,0.0128,0.117,-4.801,0.0732,0.769,108.748,Classics
Young Lust,Pink Floyd,The Wall,209956,False,61,11.0,0.0,4.0,0.0546,0.615,0.55,0.191,0.747,-13.858,0.0349,0.5489999999999999,95.485,Classics
Mississippi Queen,Mountain,Climbing!,151293,False,68,9.0,1.0,4.0,0.0987,0.581,0.624,0.0,0.0411,-8.346,0.0777,0.637,139.714,Classics
N.I.B.,Black Sabbath,The Ultimate Collection,364493,False,55,4.0,0.0,4.0,0.0838,0.476,0.556,1.59e-05,0.125,-10.586,0.0646,0.43,103.122,Classics
You Shook Me All Night Long,AC/DC,Back In Black,210173,False,80,7.0,1.0,4.0,0.00287,0.532,0.767,0.000513,0.39,-5.509,0.0574,0.755,127.361,Classics
Kozmic Blues,Janis Joplin,Janis Joplin: The Woodstock Experience,262000,False,47,7.0,1.0,3.0,0.7120000000000001,0.335,0.625,0.322,0.574,-8.206,0.0472,0.499,178.40599999999995,Classics
Fire,Jimi Hendrix,Are You Experienced,163800,False,52,9.0,1.0,4.0,0.00206,0.479,0.944,0.0283,0.35600000000000004,-5.167000000000002,0.115,0.5720000000000001,153.45,Classics
When the Music's Over,The Doors,Strange Days,659266,False,56,9.0,1.0,4.0,0.172,0.532,0.459,6.61e-05,0.0472,-10.329,0.0307,0.597,98.196,Classics
What Is and What Should Never Be - 1990 Remaster,Led Zeppelin,Led Zeppelin II (1994 Remaster),283973,False,56,9.0,1.0,4.0,0.275,0.34,0.472,0.0,0.0843,-12.939,0.0473,0.5329999999999999,78.086,Classics
The Jack,AC/DC,High Voltage,352040,False,54,9.0,1.0,4.0,0.0094,0.6459999999999999,0.473,0.000337,0.195,-6.2970000000000015,0.0619,0.3670000000000001,112.326,Classics
Tuesday's Gone,Lynyrd Skynyrd,(Pronounced 'Leh-'Nérd 'Skin-'Nérd) [Expanded Edition],452333,False,0,9.0,1.0,3.0,0.00618,0.258,0.6629999999999999,0.00228,0.0437,-8.25,0.0288,0.503,145.894,Classics
All My Love - 1990 Remaster,Led Zeppelin,In Through the out Door (1994 Remaster),351266,False,64,7.0,1.0,4.0,0.131,0.599,0.7440000000000001,0.00275,0.0795,-8.72,0.0316,0.723,91.259,Classics
"Hello, I Love You",The Doors,Waiting for the Sun,133200,False,61,11.0,0.0,4.0,0.029,0.597,0.5539999999999999,0.0,0.0766,-14.144,0.0425,0.963,117.835,Classics
Perfect Strangers,Deep Purple,Perfect Strangers,328426,False,0,2.0,1.0,4.0,0.00383,0.526,0.713,0.0103,0.379,-7.622999999999998,0.0253,0.5660000000000001,97.571,Classics
Come Together - Remastered,The Beatles,Abbey Road (Remastered),259946,False,0,9.0,0.0,4.0,0.0302,0.5329999999999999,0.376,0.248,0.0926,-11.913,0.0393,0.187,165.007,Classics
